,Title,Year,Genre,Director,Cast,Movie_id,cast_no,poster_url
351,Fanko,2016,"Action, Drama, Thriller",Subarna Thapa,"Saugat Malla, Keki Adhikari, Dayahang Rai, Priyanka Karki",/title/tt6149934/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5d6sS5XX2HKVwW1RFt5PnAdVNBwG8RMAMem88lxTLOJbP0PS2WpUthRC8GyI&s
352,Radha,2016,"Drama, Romance",Yogesh Ghimire,"Jiwan Luitel, Sanchita Luitel",/title/tt7869094/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-AvC-7-cPSNkChLh_Nt2fbSaiKffs8O_c4JLZosieHD4MzZXTIEAQQiCnOQ&s
353,Jhumkee,2016,Thriller,Apil Bista,"Pramod Agrahari, Rabindra Singh Baniya, Bijay Baral, Bisharad Basnet",/title/tt6730644/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQB2WwDbeqCr3yHXKIx_kUptxn2BOa1bvTHnHkmFSh5STS0ESOmF_ddDI4NYtQ&s
354,Rahadani,2016,Drama,Dabbu Kshetri,"Binita Ghimire, Rupa Khanal, Nabin Lamsal, Dayahang Rai",/title/tt8878780/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRchPSNLIaS1V-bP-bK3a2-PKR7eJg6MNOw9fwbKqj6ykScL3gVNOfViMDSfzI&s
355,Kaifiyat,2016,"Drama, Action",Dasharath Giri,"Nandita K.C., Kishan Sunuwar, Shankar Shahi Thakuri",/title/tt12981428/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIZG7my0xkKFdQ8rMpjKiWRSxKo9hjtmcUelAlVq5sHVlS8sd31rJBZq51LA&s
356,The Monk: Lama La,2016,Drama,Nischal Poudyal,"tors:\nNischal Poudyal, Manoj Kumar Pant",/title/tt6033912/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3GEaV4Htg_Ab2tfgR_NlygOGSf6NlqTaL2_0xfIIOosG66_r9xxhnDDnCzg&s
357,How Funny,2016,"Comedy, Drama",Nilu Doma Sherpa,"Dayahang Rai, Priyanka Karki, Keki Adhikari, Nisha Adhikari",/title/tt7228676/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSiUgVo3tLf7Hc5cA1YEaZF2tC872K3VYezP-ySDz7oqlKz0A4H9GNrNSb4jM4&s
358,Krisha Gautami (Nepal Bhasa),2016,Family,Ram Krishna Khadgi,"Shiv Shrestha, Karma Shakya, Melina Manandhar, Nagina Joshi",/title/tt18968928/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTc3g3P0OvLdlxH6R1oJ7n3zjr4XhLyAd_dY7KIPONzz7E0KIASwYjbYZ8pxoA&s
359,Best Friends Forever,2016,Drama,Utsav Pratap Thapaliya,"Saurav Chaudhary, Sandip Ghimire, Inzamam Ali Khan, Syallen Manandhar",/title/tt9020606/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1WNqVwzjWKA9FcLEtJT5PeJgv2GrBxak6qs64DLIBS67na3oK23ChB-0Tgg&s
362,Fulai Fulko Mausam Timilai,2016,Drama,Dinesh D.C.,"Geeta Adhikari, Aamesh Bhandari, Neeta Dhungana, Madhav Kharel",/title/tt6066922/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGiFEGVXJPUcl3B5CYwjZ1RDiDmAxL8-nNlOg13nWdjcJSua_2hTJob43_xus&s
363,Classic,2016,Drama,Dinesh Raut,"Aaryan Sigdel, Namrata Shrestha, Shishir S.J.B. Rana, Sunil Rawal",/title/tt8400458/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuQyij4136CJDsu1sNxPyZykLmlnbz4ZvJnIMkpMZHuC4_i15YhR29aRIXesM&s
364,Rolpa Rog,2016,Drama,Dipak Oli,"Shishir Bhandari, Sushil Pokharel",/title/tt8657794/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScZA7lPQC0vlFGFHbZA_qSSWh1tWeOcjir5m_3QGdlM2qnt5sHG-MewMoW4Q&s
366,L'ascension,2017,"Comedy, Drama, Romance",Ludovic Bernard,"Ahmed Sylla, Alice Belaïdi, Kévin Razy, Nicolas Wanczycki",/title/tt5157682/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsC8TlojhdsAqucoiakKPlBcJ3W_YcD37FdsxIqJvXqhEzDyMYvbuuOuckGg&s
367,Khoj,2017,"Crime, Mystery, Thriller",Arka Ganguly,"Vikram Chatterjee, Shataf Figar, Poonam Gurung, Arnab Bhattacharya",/title/tt6095994/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSiHNbbNynr4RioSl3GTCrsn5QsOcN9HzSjK1I1X72KvwH8yk_Zd1tJJvBPeQ&s
368,Pahuna,2017,"Drama, Mystery",Paakhi A. Tyrewala,"Anmoul Limboo, Ishika Gurung, Manju Chhetri, Saran Rai",/title/tt6940696/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYfHpIn2Gxx32BS3mWoo-69jo6u4yGmjEIuls6ol9zJGGcBu-bZVmi_uz9LA&s
369,Loot 2,2017,"Action, Crime, Drama",Nischal Basnet,"Saugat Malla, Dayahang Rai, Karma Shakya, Bipin Karki",/title/tt6329870/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVmaFVXkRZ8IoP8P9I4QJsC_CmnNz4sLub8snAm6uwfmjQu-uxmu1pS4qUxjU&s
370,Prem Geet 2,2017,"Drama, Romance",Ram Sharan Pathak,"Pradeep Khadka, Aaslesha Thakuri, Mukta Babu Acharya, Shishir Bhandari",/title/tt7085078/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnm2QCToGA0v9_GU4eewMnHIQR8q2LuMlUlLtJDD4-vMzr_LjnnQNiuFY5F1I&s
371,Dui Rupaiyan,2017,"Action, Drama",Asim Shah,"Nischal Basnet, Asif Shah, Buddhi Tamang, Menuka Pradhan",/title/tt6944552/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEqZJdJhHxV4H0t_5tpKCZ7V0KBkEQmZLDUCltR3SDSN9VX04aqJCbJ6XXtg&s
372,Goodbye Kathmandu,2017,Drama,Nabin Subba,"Sauram Raj Tuladhar, Nikhil Gurung, Karma Shakya, Subarna Thapa",/title/tt7870694/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRP-tGKfMdmN0G9AR_dTb1MhpHHwIv55VxKqEQ4t3VC4NN2pMpgom3IULI2w70&s
373,Aishwarya,2017,"Drama, Romance",Diwakar Bhattarai,"Keki Adhikari, Deepika Prasain, Nirmal Sharma, Prasant Tamrakar",/title/tt7625030/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqdkGO_3lvPZXXDm4rxwk6yUZBcJgD-xbk9OigaqP-7qk9E5rrgqGMZwduGA&s
374,Chhakka Panja 2,2017,"Comedy, Drama",Deepa Shree Niraula,"Deepak Raj Giri, Kedar Ghimire, Priyanka Karki, Jeetu Nepal",/title/tt7229666/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUBJ0wprBkysBchOgfGu51uUNHWu91kKU_ZLnjLHgozGIqvgD_OmEnEoVz9g&s
375,Parva,2017,Horror,Dinesh Raut,"Namrata Shrestha, Koshish Chhetri, Mala Limbu, Keshab Bhattarai",/title/tt8619976/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFpBFFQyfOYM76xZRHrjg9fQUAXSSuHUoKx3uWtJpRaUrXSlumEGm5See9tw&s
376,Ma Yesto Geet Gaauchu,2017,"Musical, Romance",Sudarshan Thapa,"Narendra Singh Dhami, Saroj Khanal, Rajaram Poudel, Rupa Rana",/title/tt6544872/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQSooMqbXZDaz1_5pMEjNHq3urYGX68y2C3pkTRVXYFkuAjn5YZfXy4sya3Lg&s
377,Manko Babari,2017,Drama,Maotse Gurung,"Yenserj Gurung, Gaman Ghale, Dhan Bahadur Gurung, Yam Kumari Chhetri",/title/tt9861192/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTk77J1FQuKiVnpc4DExznkT1zXVhCyzcUV9O9AjS6z-zvUKDuSAPqeNXrt_K0&s
378,Dhanapati,2017,"Comedy, Drama",Dipendra K. Khanal,"Khagendra Lamichhane, Surakshya Panta, Janak Bartaula, Kamal Devkota",/title/tt6580708/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSYpXjOmwTihr5s8rnSlRwj3v489JHZ6lcRl8RcJGn9lcM7urBh3DOVqgU5g&s
379,Naakaa,2017,"Crime, Drama",Amit Shrestha,"Bipin Karki, Thinley Lhamo, Ghanashyam Joshi, Ram Bhajan Kamat",/title/tt7230362/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmgEcQRb1nvhLgL4m4NY1ePvUm7MS2lwzNsOPUXXTA2Os6Ia1l_3yGvIuJSQ&s
380,Darpan Chhaya 2,2017,"Drama, Musical",Tulsi Ghimire,"Puspa Khadka, Sahara Karki, Shraddha Prasai, B.S. Rana",/title/tt6607322/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1prihTyOhadNvBNM2GpIG10K4L4HYNLVD5GPYwRGSxTBePHpZuvz8ZlxLhw&s
382,A Mero Hajur 2,2017,"Drama, Romance",Jharana Thapa,"Salin Man Bania, Samragyee Rajya Laxmi Shah, Salon Basnet, Buddhi Tamang",/title/tt6944688/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTu2BZsCI_CNZwEkzmac-leKAp1rWHM1nt3h5AXXVIvatg58vQgzUqfTz29rNk&s
383,Happy New Year,2017,Romance,Dev Kumar Shrestha,"Pukar Gautam, Sandhya Kc, Royal Maskey, David John Murdoch",/title/tt6352592/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTuNP7rUCw2xyzGWSvKoE4hzLSnsG3RVXa9VaklbcLivePD06eq3jV_x01l_w&s
384,King Returns,2017,Action,Shabir Shrestha,"Benisha Hamal, Anoop Bikram Shahi, Nikhil Upreti",/title/tt7704424/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSwDf8Y6MN-rQ3TYH9xfaRxvsuPA2EzCswFMB3R_SAcP81hjEgdw-BtN-9GQWs&s
385,Lappan Chhappan,2017,"Crime, Drama",Mukunda Bhatta,"Dayahang Rai, Saugat Malla, Arpan Thapa, Barsha Siwakoti",/title/tt6676330/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYLbL5BwDHHDZX9Gd7lbD1SuWneHO3TtgKNA3KvENHFJkD05x4dQbDQI4uQQ&s
386,Love Sasha,2017,Romance,Prachanda Man Shrestha,"Karma Shakya, Keki Adhikari, Shivani Chalise, Rashmi Bhatta",/title/tt6620138/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIVzah0IX6GWW2iXps0XsDB09MkAFro1x9SItvRkpREeuj0HXtqLq7FPObuA&s
387,Fateko Jutta,2017,"Drama, Romance",Nikesh Khadka,"Saugat Malla, Priyanka Karki, Kameshwor Chaurasiya, Rabindra Jha",/title/tt7860150/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMqfN5l9UvDEOudzH-A41Bx4ikuW0ikVfJwNvWODbrIf7FqTzw6vcW11Pchg&s
388,Panchayat,2017,"Drama, History",Shivam Adhikari,"Neeta Dhungana, Saroj Khanal, Rupa Rana",/title/tt7983428/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_FqXxdPZ1XD2UWpIHJBZ_iLB9tivh4es3n7Gg5Ed2lJZnP0e93qQ-ZVt6IQ&s
389,Ghampani,2017,"Drama, Romance",Dipendra Lama,"Dayahang Rai, Keki Adhikari, Prakash Ghimire, Pushkar Gurung",/title/tt6759476/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJXneEv9xBqCo8-joon1bFdNyzAEpACDgfE9SD2pPnNyHrWX7KrxFeF3QsyA&s
390,Love Love Love,2017,Romance,Dipendra K. Khanal,"Suraj Pandey, Swastima Khadka, Ramesh Budathoki, Deshbhakta Khanal",/title/tt6695734/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiPo37jBloknmHxC3LmTcMAGE2mDWIxxyKVEOsKyJvnKq8bskLKEfrt57NLC0&s
391,Jhyanakuti,2017,"Comedy, Drama, Romance",Simosh Sunuwar,"Benisha Hamal, Saugat Malla, Sumi Moktan, Karma Shakya",/title/tt7676212/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuG3DdkiNFEMII-FgfWqgno-Oli_p0XtPzvdOBzjjkMFFwOqhPKFFc_XE5Xn0&s
392,Palash,2017,Drama,Subash Koirala,"Kameshwor Chaurasiya, Prakash Ghimire, Aayub Kc, Rekha Thapa",/title/tt6453622/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2KhxcYKSE78niWHC8-IOUaf_T-6IKptxYoBwZU3-16wpoZmO_vhhFrlzAgA&s
393,Ralang Road,2017,"Drama, Mystery",Karma Takapa,"Shubham, Sonam Wangyal Ladimpa, Domber Mani Pradhan, Sudan Gurung",/title/tt6098792/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR22mFutGHZp-ncuhvTuVFnNMBe9_4eYhdco3toziZCxfE2t9QVxuBJb5sstHY&s
394,Madhu Malati,2017,Romance,Shishir Chalise,"Kushum Nepal, Anuroop Pokhrel",/title/tt6525346/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqbJS1h1UZQK0yeYv-EBHmM0n1fK8bVnw7EsAjKbgwRtTBl7AJ88S3dJPxaVw&s
395,Raato Ghar,2017,Comedy,Suraj Subba,"Anurag Kuwar, Mala Limbu, Gaurav Pahari, Menuka Pradhan",/title/tt6966090/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuHIBHvOF7g65ZLpenpIPvZUknwYjG0Y2QfR9WxEYdqzx_YkGGr-0uwm7x_Q&s
396,Kutumberi Saino,2017,Drama,Ganesh Gurung,"Asmi Gurung, Beeshwas Gurung, Beshwas Gurung, Dinesh Gurung",/title/tt7039306/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTL4W6LYvY7uSknvcDub_T7zihlASNCQU3pt9Q-eWHR-jaY8dc3rdMeM_SuJQ&s
397,Saayad 2,2017,Drama,Puspa Raj Neupane,"Sushil Shrestha, Sharon Shrestha, Amrit Dhungana, Kushal Pandey",/title/tt6501310/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzgpBtxfkuOm0opTQtPgwDqyo__pvac3iGF-1t1dJUnm2YHTORtsbOihRhZ3Y&s
398,Aadha Love,2017,"Adventure, Drama",Arpan Thapa,"Biki Gurung, Sareeta Shri Gyawali, Tika Pahari, Rojisha Shahi",/title/tt6897032/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOvBvnzFkH9I7_zmZvsACvELcmBY8Gbco0vh_jk5_bzCUlai-BrYqg-HgbOA&s
399,Hero Returns,2017,Action,Ashish Bhetwal,"Saroj Khanal, Sabin Shrestha, Rekha Thapa",/title/tt6796344/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRln903EXKWmpH6U3sHfWqa7QjSeO3rp6GLrpbxkTAVS1rrxU1Sk0sESZ9HL-U&s
400,Jeegisha,2017,Drama,Sanam Kumar,"Dhruba Dutta, Prasuna Kadel, Manish Shrestha, Suresh Shrestha",/title/tt6684422/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6kczi7vT-FcIwvouh0pYbXoowKppcvGodLv05UTdf2d0RTiLtKNszNdcAuw&s
401,KTM Cocktale,2017,Drama,Anuska Ananda,"Uddhav Raj Bhattarai, Bikash Lamsal, Prabhakar Neupane, Sangeet Sapkota",/title/tt6440150/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcXaI5YmD6165ZLX9coRxPhP9y-Y5qBIUUHUoAzzKhrs7wIaI2HqmVrVZRgw&s
402,Gangster Blues,2017,"Action, Crime, Romance",Hem Raj BC,"Aashirman D.S. Joshi, Anna Sharma, Samyam Puri, Aruna Karki",/title/tt7254868/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUcdmKKN3qDmcUMK9ueBf-hh2DDBNAlTpPLu7xf-1krJgGc2QBnNv4c6QplSU&s
403,Mero Paisa Khoi,2017,"Comedy, Drama",Rose Rana,"Chhulthim Dolma Gurung, Saugat Malla, Kamal Mani Nepal, Barsha Raut",/title/tt7889260/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgfwv0zs8R8uKzmj-MGuIvfFfx4VhmE5mZoGFfrzIRcl9hct1NRA1lB2bayEw&s
404,Agnidahan,2017,Drama,Ghanshyam Lamichhane,"Maotse Gurung, Prakash Ghimire, Anupama Bhandari, Kobid Sharan Upadhyay",/title/tt11835456/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFV3ET1b_kEPe2YAjdGXoll4cUy_CcYonhZACJxWLeHbHMOS3dn-ImrW3OghE&s
405,Khai O Mheetheba,2017,Drama,Ganesh Gurung,"Pratap Das, Anand Lhomay Gurung, Dinesh Gurung, Ganesh Gurung",/title/tt7039448/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxlZWho3kDIbpOK_GO2lQitzRWh8CmbnScsXYLlOvzck9bi48uCTjWUFts8A&s
406,Lalteen,2017,"Action, Drama",dev kumar shrestha,"Keki Adhikari, Janak Bartaula, Shishir Bhandari, Ram Keshari Bogati",/title/tt6695976/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdYNDHH8QyiC-7xVWWzofZbak-yIUudoQya4H_EZS2MeAPVPjKg1EdHFhHxXM&s
407,Bhuimanchhe,2017,Drama,Nabaraj Budhathoki,"Kushal Bista, Ramesh Budathoki, Puskar Gurung, Sipora Gurung",/title/tt8820826/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-AB0bpjzZQ2_d5QOzpjeEkDdED2FOlCb9AUV7JUKmW6_rihXGxenkbgoMcg&s
408,Jai Bhole,2018,Comedy,Ashok Sharma,"Khagendra Lamichhane, Saugat Malla, Swastima Khadka, Buddhi Tamang",/title/tt8289002/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDLHcb2vqD9ogkZJcTFepi0huNEOOPNnf7P8kFYYS4kBR1FTZw0fKBwpir6w&s
409,Kanchhi,2018,Romance,Akash Adhikari,"Anita Adhikari, Kameshwor Chaurasiya, Narendra Singh Dhami, Shweta Khadka",/title/tt8324464/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWAg97FBcJq8jB9mP4byn42BEHdIUsA0QmLQpEPLVHnO_EVQRpCe2Eo6t6psQ&s
410,Chhakka Panja 3,2018,Comedy,Deepa Shree Niraula,"Anish Adhikary, Kedar Ghimire, Deepak Raj Giri, Laxmi Giri",/title/tt8393764/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGhsVqLqB-qO7yx8B7P8Nn0IwTyJ6cSS6_CkG9os0Wmu0lmjIfMFrXkkrm5Ow&s
411,Intu Mintu Londonma,2018,Romance,Renasha Bantawa Rai,"Samragyee Rajya Laxmi Shah, Dhiraj Magar, Saruk Tamrakar, Bibek Limbu",/title/tt7672868/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJukxOXX5nlYgNM66xLTB__Tf1rKfM5GVoKADSEdrkGKDnlwk9S8-Y-YVrjA&s
412,Nai Nabhannu La 5,2018,"Drama, Romance",Bikash Raj Acharya,"Keki Adhikari, Narendra Singh Dhami, Priyanka Karki, Swastima Khadka",/title/tt8673950/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVZfp7TMxG4ZpqP691pcFxQ_sNycnQVEkCNiZcMisNrcQCfeGU5GBETcfbHA&s
413,Prasad,2018,"Drama, Romance",Dinesh Raut,"Bipin Karki, Namrata Shrestha, Nischal Basnet, Basundhara Bhusal",/title/tt8561248/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYLAaANobEU4_7qB1sS94T9yQTxgeERb3KZWbfALBvEmzLucghFvhQa6GGf0k&s
414,Shatru Gate,2018,"Comedy, Drama",Pradeep Bhattarai,"Hari Bansha Acharya, Basundhara Bhusal, Narendra Singh Dhami, Deepak Raj Giri",/title/tt7786264/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRDJx7dXMZnzBjIkGw5N70ELjF3azIPP-IV_sOMZ0OKJ3tKAkRweoLpBlzAg&s
415,Blind Rocks,2018,"Biography, Romance",Milan Chams,"Benisha Hamal, Gauri Malla, Anil Keshari Shah, Arpan Thapa",/title/tt7935792/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1Xn5ulTWhFJ8yNewO5-DlPuzFhh_NPGnl8_QBBdFgSO2Ot_2QIOAzZvd10Q&s
416,Sunkesari,2018,"Drama, Horror",Arpan Thapa,"Reecha Sharma, Rabindra Jha, Sunny Dhakal, Lauren Lofberg",/title/tt7423858/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLz6Wbj9NtgasZ1am4EeogG5q0UGMeBExzPqV2ilZxN2y1IHZTPD1_49EBmIg&s
417,Lalpurja,2018,"Drama, Romance",Nigam Shrestha,"Prakash Bhujel, Kameshwor Chaurasiya, Bipin Karki, Miruna Magar",/title/tt7819514/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTA32XzZYV_2j2rsETtIfWeXAP2ZGSIo9WZ0q8E3MjUUG8h1EtuuocxB-EzKg&s
418,Rose,2018,"Crime, Romance",Nirak Poudel,"Pradeep Khadka, Miruna Magar, Paramita Rana, Karma Shakya",/title/tt8886552/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRw9voh29z8ffGfnAQ_ZAZm24pl2C9QaR3KKZou2fc0bvEklHTyzhzn76IiWsY&s
419,Sherbahadur,2018,"Drama, Thriller",Raj Rajbanshi,"Sunil Thapa, Karma Shakya, Menuka Pradhan, Rabindra Jha",/title/tt7869010/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTS_NlrxrfspeztXZkeFrcSqJmFM0hrPj311ow3_Kp3E6sFTZ-N8Xs19gGO1xY&s
420,Kri,2018,"Action, Drama",Surendra Poudel,"Anmol K.C., Aditi Budhathoki, Anoop Bikram Shahi, Kameshwor Chaurasiya",/title/tt7528086/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7yWEfidmXvkUMgcjWg3MPiYDM06zqXNHKjei0Gt0K2JLfLmxliKb4wFJkMvM&s
421,Kaira,2018,Romance,Laxman Rijal,"Aaryan Sigdel, Samragyee Rajya Laxmi Shah, Shishir Rana, Hitesh Sharma",/title/tt8674396/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_8ZCtWCUesgv9pYrpP8MAtW9WJ5Mq_NccTaeJ-Yo7-N5JEWxDKPq8ecSzUA&s
422,Bobby,2018,Drama,Milan Chams,"Rashmi Bhatta, Kabita Gurung Thapa, Vijay Lama, Elias Jung Thapa",/title/tt8439948/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxB222_uOq_kp5ma85KR2S7V6dTYOHjHxgmdN1X-O74jSpefa_RpdvZNONuQ&s
423,Romeo & Muna,2018,"Drama, Romance",Naresh Kumar Kc,"Vinay Shrestha, Shristi Shrestha, Surakshya Panta, Sushma Karki",/title/tt7301950/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQ5Vthp3r7yTbb0BEl5sEyilhRK5qikHHguZXaTb1vWoxuNg9EmXf7OnCv1NM&s
424,Mr. Jholay,2018,"Drama, Romance",Ram Babu Gurung,"Dayahang Rai, Deeya Pun, Buddhi Tamang, Barsha Raut",/title/tt7305634/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFdqQtNLrgzxr7uUy2hgfbwmUnDm2IOQQvj8OsgWjRS7XUHtwmbLeiYwsfEA&s
425,Meri Mamu,2018,Drama,Yam Thapa,"Kusum Gurung, Ayub Sen, Saruk Tamrakar, Aaslesha Thakuri",/title/tt8674090/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIZ5OdljpAVqW8lfW03koDm_NSEA_DNaOL-2xh2zkK-DrwuRGlkPXZ3OaEbeE&s
426,Mangalam,2018,Drama,Nawal Nepal,"Puspa Khadka, Shilpa Pokhrel, Samragyee Rajya Laxmi Shah, Neer Bikram Shah",/title/tt8254312/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVpYMrSRprxeuZ4lKb9ltntmsAWWQywUAERGoVUAkkT7n6VXq_kXDgJ4chcfE&s
427,Johnny Gentleman,2018,Action,Nitin Chand,"Sachin Adhikari, Paul Shah, Aanchal Sharma",/title/tt26912625/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNUvq7tcuEu_ZK_0eHGJSbW8hYD0xVUEZ1HuMxFyuyiFMJn66rIaPj9HJEvg&s
428,Changa Chet,2018,Romance,Dipendra K. Khanal,"Shishir Bangdel, Sandip Chhetri, Maotse Gurung, Rabindra Jha",/title/tt8905928/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAvQ9ER_DwgAtjKHNuQUsiRTkueBua9viccdd04XrYh4EblEj8TwazEAbO0A&s
429,Damaruko Dandibiyo,2018,"Drama, Sport",Chetan Gurung,"Khagendra Lamichhane, Menuka Pradhan, Buddhi Tamang, Anup Baral",/title/tt7971388/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREPg2jhRQaD7k9CNMCVbXkKBJ55jakr3sWrcibix6Y7v3sgj5S28jnKASb_ZE&s
430,America Boys,2018,"Comedy, Drama",Prabesh Poudel,"Arpan Thapa, Abhay Baral, Ashish Prasai, Shristi Karki",/title/tt8275366/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDxsS7XiKoGyPM0WLWcd1KXRR8I8zb-EoFXS7xFxv29pRfOMqN0iIJqsi6iQ&s
431,Tshering,2018,Family,Yash Kumar,"Kamana Bhujel, Yash Kumar, Nima Rumba",/title/tt8780434/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSh5MF0ZIemfTlhdH-45ddctQje3qiAFFjLwFIW9X2Fp6hGvIqCvvjcRmgObP4&s
432,Kathaa '72,2018,Drama,Prabin,"Sarada Adhikari, Romash Emerald Bishwodeep, Bhuisal Lama, Akash Magar",/title/tt7236026/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8fZIXuVK6lRs0M9xAsIqXV-AMq1SrmF3-NPGCN4qMmRK80nXHTdpRe-wE1w&s
433,Sushree Sampatti,2018,Romance,Subrat Acharya,"Bisharad Basnet, Pramod Agrahari, Salon Basnet, Gaurav Dhwaj Khadka",/title/tt7969202/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJW9nQg9pq06MKr9w7sipHPiahB_aTX5dje8AuiesDbeaR75YE08dMTdHBlA&s
